C1_total,C2_total,C3_total,total,grade,sex,C1_1ai,C1_1aii,C1_1bi,C1_1bii,C1_1biii,C1_1biv,C1_1ci,C1_1cii,C1_1di,C1_1dii,C1_1e,C1_1eSPaG,C1_2ai,C1_2aii,C1_2bi,C1_2bii,C1_2biii,C1_2biv,C1_2bv,C1_2c,C1_2d,C1_3ai,C1_3aii,C1_3aiii,C1_3bi,C1_3bii,C1_3ci,C1_3cii,C1_3d,C2_Aa,C2_Ab,C2_Ac,C2_Adi,C2_Adii,C2_Aei,C2_Aeii,C2_Aeiii,C2_Aeiv,C2_Af,C2_Ag,C2_Bai,C2_Baii,C2_Bb,C2_Bc,C2_Bd,C2_Be,C2_Bf,C2_C,C2_CSPaG,C3_1ai,C3_1aii,C3_1bi,C3_1bii,C3_1biii,C3_1c,C3_2ai,C3_2aii,C3_2b,C3_2ci,C3_2cii,C3_2ciii,C3_2d,C3_3ai,C3_3aii,C3_3aiii,C3_3b,C3_3ci,C3_3cii,C3_3di,C3_3dii,C3_3e,C3_3f,C3_3fSPaG
67,45,49,161,6,F,1,3,1,1,2,1,2,3,2,2,4,3,4,3,1,2,3,0,2,3,3,3,2,2,1,2,3,4,4,1,4,2,4,0,1,3,1,0,2,5,1,0,0,2,5,4,0,6,4,0,2,2,1,1,3,2,2,2,1,1,3,4,2,2,2,1,2,2,1,3,0,7,3
41,29,34,104,3,F,1,3,1,1,1,0,1,1,2,2,2,2,2,3,1,2,2,1,0,0,1,3,1,3,1,1,2,0,1,2,2,2,4,0,1,1,1,0,2,2,1,0,0,1,1,4,0,3,2,0,2,2,1,1,0,2,1,2,1,1,1,,3,2,2,1,2,2,0,1,0,4,3
39,28,40,107,3,F,1,3,1,1,1,1,0,1,1,0,2,2,1,3,1,1,2,0,0,0,2,3,1,2,0,3,1,1,4,3,1,2,4,0,1,2,0,0,1,1,0,1,0,2,3,0,0,4,3,0,2,2,1,0,1,2,1,2,1,1,1,1,3,2,1,0,2,2,1,2,1,7,4
44,29,30,103,3,M,1,3,1,0,1,1,1,,1,0,3,2,4,4,1,2,2,0,0,3,2,2,0,1,1,0,3,2,3,1,2,4,4,,1,1,0,,1,2,1,1,,0,1,2,0,5,3,0,2,2,,0,0,0,2,2,1,1,0,,3,2,2,0,2,1,,1,0,6,3
68,53,48,169,7,M,1,3,1,1,2,0,1,2,3,2,4,3,4,4,1,2,3,2,0,5,4,4,0,3,1,3,3,3,3,3,1,4,4,3,1,3,2,1,2,4,1,1,3,2,2,2,2,8,4,0,2,2,1,1,2,2,1,1,1,1,2,2,3,2,4,1,2,2,0,3,1,8,4
36,22,34,92,2,F,1,1,1,0,1,0,0,1,1,0,3,2,0,4,1,0,2,2,1,0,3,2,0,2,1,0,2,2,3,1,1,1,2,0,1,1,1,0,0,4,1,0,2,1,0,0,0,3,3,0,2,2,1,0,1,2,2,1,0,1,1,3,1,2,3,0,2,1,0,3,1,2,3
60,48,53,161,6,F,1,3,1,1,0,0,0,3,3,2,6,3,4,2,1,0,2,0,1,3,4,4,2,4,1,2,0,4,3,1,4,4,4,2,1,3,1,0,1,2,1,0,1,2,3,2,3,9,4,2,2,2,1,2,2,1,2,2,1,1,2,2,3,2,4,1,2,2,0,4,2,7,4
43,34,38,115,3,M,1,3,1,0,1,0,0,2,3,1,2,1,2,3,1,2,2,2,0,0,3,3,0,1,1,2,1,2,3,0,0,3,4,2,1,2,0,1,2,2,1,0,1,0,4,4,0,4,3,0,2,0,1,2,0,2,1,2,0,1,2,0,2,2,3,1,2,2,1,1,2,6,3
42,32,32,106,3,M,1,2,1,0,1,,1,3,1,2,2,3,4,3,1,2,3,0,0,0,1,2,0,2,1,0,1,2,3,3,2,2,2,1,1,1,2,1,2,3,1,0,0,2,2,0,2,3,2,0,2,2,0,0,0,0,0,1,1,1,1,1,2,2,3,1,2,2,1,3,1,4,2
86,65,53,204,9,M,1,3,1,1,2,1,3,5,3,2,6,3,4,4,1,2,3,2,2,5,4,4,2,3,1,4,3,5,6,5,4,4,4,3,1,3,2,1,3,6,1,1,0,2,3,4,2,12,4,0,2,2,1,2,2,2,2,2,0,1,4,4,3,2,4,1,2,2,1,2,0,8,4
66,51,37,154,6,M,1,3,1,0,1,1,1,3,3,1,5,3,4,3,1,2,2,2,0,5,4,4,1,2,1,2,2,4,4,1,2,2,4,3,1,3,1,0,3,3,1,1,2,2,5,3,3,8,3,0,2,2,0,3,0,2,1,2,1,0,1,2,2,2,3,1,0,2,1,4,1,3,2
44,37,35,116,3,F,1,3,1,1,0,0,,1,1,1,6,3,4,2,,1,3,0,0,0,4,4,1,1,1,1,1,0,3,2,3,3,3,0,1,1,0,1,1,4,1,1,1,2,3,2,1,4,3,0,,0,0,1,4,2,1,2,1,1,2,3,1,2,1,0,,2,0,1,1,6,4
43,29,34,106,3,F,1,3,1,0,1,,,1,2,1,3,3,2,3,,2,2,,0,,3,3,0,0,1,2,3,2,4,1,2,3,2,0,1,1,0,0,2,3,0,1,0,1,3,0,1,5,3,0,2,2,1,0,2,2,2,1,1,1,1,2,2,1,0,0,1,1,1,1,1,6,3
57,51,39,147,5,F,1,3,1,1,1,0,0,1,2,1,5,3,2,4,1,2,2,2,0,4,4,4,1,0,1,2,3,,6,2,3,4,4,1,1,3,2,2,2,4,0,1,1,1,3,4,1,8,4,0,2,2,0,1,2,2,0,2,1,1,1,2,3,2,1,0,2,2,0,3,0,7,3
36,33,38,107,3,M,1,1,0,0,0,0,0,2,0,0,3,3,4,2,0,0,3,0,0,0,4,3,2,1,1,2,1,1,2,0,1,2,3,0,1,1,1,1,2,2,1,0,2,0,2,2,2,7,3,1,1,2,1,1,3,2,0,1,1,1,1,2,2,2,4,0,,1,0,1,1,7,3
59,43,43,145,5,F,1,3,1,0,1,0,,2,3,2,3,3,2,4,1,0,2,0,0,4,3,4,1,2,1,3,3,4,6,2,2,3,3,3,1,1,0,0,1,6,0,0,1,1,5,4,2,5,3,0,1,0,1,2,0,2,1,1,1,1,1,2,3,2,4,1,2,2,1,1,2,9,3
45,43,47,135,4,F,1,2,1,1,2,0,,,3,0,3,2,4,4,1,2,2,2,2,0,,4,2,,1,1,1,,4,3,4,4,4,3,1,3,2,0,1,,1,0,,2,,2,0,9,4,1,2,2,1,3,4,2,2,2,1,1,2,1,3,2,4,1,2,2,,,3,3,3
39,27,17,83,2,M,1,3,1,0,2,0,1,1,1,1,1,2,2,3,1,2,3,2,0,,,3,1,,1,2,3,,2,1,3,4,4,1,1,1,0,1,0,1,1,1,,,1,2,1,2,2,,,2,0,2,,2,,2,1,1,0,,1,2,1,1,,2,,,0,,
72,42,49,163,6,M,1,3,1,1,2,0,4,5,1,2,6,3,2,4,1,2,3,1,2,4,4,3,2,3,1,1,3,4,3,3,3,4,4,2,1,1,0,1,2,1,1,1,1,1,3,3,1,6,3,0,2,2,1,1,4,2,1,2,1,1,1,2,3,2,3,1,,2,0,4,1,9,4
68,56,41,165,6,M,1,3,1,1,0,0,2,3,0,0,5,3,4,4,1,2,3,2,2,4,4,3,1,4,1,2,3,3,6,4,1,3,4,2,1,2,0,1,2,3,0,1,3,2,4,4,3,12,4,1,2,2,2,1,2,1,1,2,1,1,2,0,3,2,3,1,0,2,0,4,2,4,2
69,50,50,169,7,F,1,3,1,1,1,0,2,3,2,1,6,4,4,2,1,2,3,2,0,6,5,4,0,1,1,3,3,4,3,3,1,4,2,3,1,3,1,0,2,3,1,1,2,2,2,2,1,12,4,0,2,2,0,2,3,2,2,1,1,1,1,0,3,2,3,1,2,2,1,5,2,8,4
78,54,54,186,8,F,1,3,1,1,2,1,4,5,0,1,6,3,4,4,1,2,3,2,1,6,6,4,1,1,1,2,3,4,5,3,1,4,4,2,1,2,2,1,3,5,1,1,1,2,4,4,1,9,3,1,2,2,0,3,3,2,2,1,1,1,1,4,3,2,4,1,2,2,0,4,1,9,3
43,35,31,109,3,M,1,2,1,1,1,1,0,2,1,1,2,2,4,3,1,2,2,,,2,2,4,1,2,1,0,1,2,1,2,2,3,3,1,1,2,1,0,1,2,1,1,0,1,1,4,0,6,3,0,2,2,0,2,2,2,1,1,1,1,2,2,3,2,3,1,,2,0,1,1,,0
57,48,47,152,6,F,1,3,1,0,2,0,,3,1,1,4,4,4,4,1,2,3,2,1,3,2,2,1,1,1,2,3,2,3,5,1,4,3,2,1,1,1,1,2,3,1,1,2,1,4,3,2,6,4,0,2,2,1,1,4,2,2,2,1,1,1,1,3,2,2,0,1,2,0,5,1,8,3
74,59,62,195,9,F,1,3,1,,2,1,4,4,2,2,6,4,4,4,0,1,3,2,2,4,3,3,2,2,1,1,2,6,4,5,1,4,4,3,1,3,1,2,3,3,1,2,2,0,5,4,2,9,4,1,2,2,1,3,6,2,3,2,1,1,2,3,2,2,4,1,2,2,1,5,1,9,4
62,43,36,141,5,F,1,2,1,1,1,0,1,2,3,1,5,4,4,3,1,2,3,2,1,0,6,3,1,1,1,1,2,4,5,3,1,2,4,1,1,3,1,0,2,4,1,1,4,1,0,4,1,6,3,1,2,2,1,1,3,2,0,0,0,1,2,1,2,2,3,1,1,2,0,1,0,5,3
69,53,52,174,7,F,1,3,1,1,2,0,1,2,2,2,4,3,4,3,0,1,3,2,2,3,5,4,2,2,1,2,3,5,5,4,3,4,4,1,1,3,1,0,2,2,1,2,3,1,3,4,3,7,4,1,2,2,2,4,3,2,2,1,0,1,2,1,2,2,4,1,2,2,0,3,0,9,4
64,43,49,156,6,M,1,3,1,1,1,1,1,4,1,2,3,3,4,2,1,2,3,2,2,2,4,4,0,1,1,3,3,3,5,3,1,2,4,1,1,3,2,2,1,4,1,1,2,1,3,3,0,5,3,2,2,2,0,1,3,2,1,2,1,1,2,2,3,2,4,1,2,2,1,3,1,6,3
55,42,39,136,4,F,1,2,1,0,1,0,1,3,0,1,3,3,4,1,1,2,3,1,0,3,3,4,2,2,1,1,3,4,4,1,1,3,4,2,1,1,0,1,1,4,1,1,0,0,3,4,2,8,4,1,1,0,1,1,3,0,1,1,0,1,3,3,2,2,4,0,,2,0,2,1,7,3
33,31,28,92,2,F,1,3,1,0,1,0,0,2,1,0,2,2,1,4,0,0,3,0,0,1,1,3,1,0,0,1,1,0,4,3,2,3,3,1,0,1,0,1,1,2,1,0,0,0,2,0,1,6,4,0,,,0,1,2,1,1,1,0,1,1,1,2,2,3,0,,2,0,1,0,5,4
58,44,40,142,5,F,1,3,1,0,1,1,0,4,2,2,4,3,2,3,1,2,2,1,0,3,6,4,0,0,1,1,3,4,3,2,2,2,2,3,1,1,2,1,2,2,1,0,1,0,3,2,3,10,4,0,2,2,0,1,1,2,2,1,1,1,1,4,3,2,2,1,2,2,0,3,2,3,2
56,50,44,150,5,M,1,2,1,1,0,0,0,3,0,2,5,3,4,4,1,2,2,2,0,5,4,3,1,1,1,1,3,1,3,4,2,3,3,2,1,3,0,1,2,2,1,2,3,2,3,4,0,9,3,1,2,2,0,2,3,2,0,2,1,1,1,1,2,2,2,1,2,2,0,5,0,7,3
69,60,57,186,8,M,1,3,1,1,2,1,2,3,3,2,6,4,4,3,1,2,3,2,0,4,1,4,2,2,0,3,3,2,4,3,4,2,4,3,1,2,2,0,2,5,1,1,2,2,4,4,2,12,4,1,2,2,1,3,3,2,2,2,1,1,3,2,3,2,4,1,2,2,0,6,1,8,3
68,53,59,180,8,F,1,3,1,1,1,1,0,4,2,2,5,3,4,4,1,,3,2,0,3,7,2,1,3,1,2,3,2,6,1,4,4,4,2,1,2,1,1,1,4,1,0,2,2,4,4,0,11,4,1,2,2,0,2,2,2,3,2,1,1,3,3,3,2,4,1,2,2,0,4,3,10,4
82,53,56,191,8,F,1,3,1,1,1,1,3,4,3,1,7,3,2,4,1,2,3,2,0,6,7,4,2,2,1,2,3,5,7,3,2,4,3,1,1,2,2,1,2,2,1,1,1,2,5,4,3,10,3,0,2,2,0,3,5,2,3,2,1,1,3,3,3,2,4,1,,2,1,4,2,7,3
56,40,33,129,4,M,1,2,1,0,1,1,0,3,2,0,2,3,2,4,1,2,3,2,1,3,4,4,2,2,1,1,3,2,3,3,1,2,3,2,1,1,2,1,1,2,1,1,0,2,3,3,0,9,2,0,1,2,0,0,1,2,2,1,1,0,0,0,3,2,2,1,1,2,1,2,1,5,3
12,11,15,38,1,M,0,2,1,0,2,0,0,1,0,2,0,0,2,2,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,1,3,1,1,0,1,1,,,,,0,,1,,1,0,1,1,,0,1,2,,3,2,2,1,,,,,,,0
54,39,36,129,4,F,1,3,1,0,0,,0,4,2,0,3,3,4,3,,1,2,2,0,3,4,4,2,1,1,0,1,4,5,2,1,2,4,2,1,1,1,0,1,4,0,1,2,1,3,3,0,7,3,0,2,0,0,2,2,1,1,1,1,1,2,0,1,2,2,1,2,2,0,1,1,8,3
30,21,21,72,2,M,1,3,1,0,0,0,0,2,1,1,3,2,1,3,,1,3,,0,0,2,1,1,,1,0,1,,2,2,1,1,3,0,1,,0,0,1,1,1,1,,0,2,0,1,4,2,0,,0,0,0,,1,0,1,0,1,1,1,3,2,1,1,2,2,0,0,1,2,2
61,35,41,137,4,F,1,3,1,0,2,1,,3,3,2,4,3,2,3,1,2,2,2,,2,4,3,0,1,1,3,3,5,4,1,2,1,4,2,1,2,0,0,1,1,1,1,0,0,4,2,2,6,4,1,1,2,0,0,2,2,2,1,1,1,2,2,3,2,3,1,2,2,0,2,2,5,2
58,50,49,157,6,F,1,3,1,1,2,1,,3,3,2,1,3,2,3,1,2,3,2,2,3,4,4,,,1,2,3,1,4,5,3,2,4,2,1,3,2,1,1,3,0,1,1,1,2,2,1,12,3,0,2,2,2,1,3,2,0,2,1,1,1,2,3,2,3,1,2,2,0,2,3,8,4
73,55,56,184,8,F,1,3,1,1,2,1,0,2,2,2,6,3,4,2,1,2,3,2,1,5,4,4,1,2,1,3,3,6,5,4,2,4,4,2,1,3,1,1,2,3,1,1,1,2,4,3,3,9,4,0,2,2,2,3,3,2,4,2,1,1,3,4,2,2,4,1,2,2,0,4,0,7,3
68,65,47,180,8,F,1,3,1,0,0,1,2,4,0,1,6,3,4,3,1,0,2,2,2,3,6,4,,3,1,3,3,3,6,5,4,4,3,2,1,3,4,1,3,5,1,1,4,1,2,2,3,12,4,2,2,2,1,1,5,1,0,1,1,1,3,0,3,2,4,0,0,2,0,3,1,9,3
66,52,45,163,6,F,1,3,1,0,2,0,,4,3,2,4,2,4,3,1,2,2,2,0,5,3,4,2,,1,4,3,5,3,3,1,4,4,2,1,3,0,1,2,6,1,1,1,1,5,3,2,8,3,1,2,2,0,1,3,2,1,2,1,1,0,2,2,2,4,1,2,2,1,5,0,5,3
52,54,39,145,5,F,1,2,1,1,2,0,,2,1,2,4,3,2,2,1,2,3,0,2,4,2,3,1,1,1,0,3,2,4,3,2,3,3,2,1,3,2,1,3,5,1,1,1,1,3,3,2,10,4,0,1,2,0,3,3,1,2,2,1,1,0,2,1,2,3,1,1,2,0,4,0,4,3
59,46,46,151,5,M,1,2,1,1,1,,,4,1,2,4,3,4,3,1,2,2,,1,5,4,4,2,,1,2,3,3,2,3,1,2,4,0,1,2,0,0,2,4,1,0,2,1,4,1,3,11,4,0,2,2,1,2,3,2,3,2,1,1,2,1,2,2,2,1,2,2,,0,2,8,3
31,33,33,97,3,F,1,3,1,1,1,0,0,2,0,1,2,3,0,2,1,2,2,0,0,0,2,1,1,1,1,0,1,0,2,2,2,2,4,1,1,1,0,0,2,2,1,0,0,1,3,4,0,4,3,0,2,2,0,0,0,1,1,1,1,1,2,2,2,2,2,0,,2,0,2,1,5,4
64,52,59,175,7,F,1,3,1,0,2,1,2,3,3,2,3,2,4,3,1,0,2,2,1,5,4,2,1,2,1,2,3,4,4,5,2,4,3,1,1,3,2,2,2,5,1,0,1,0,3,2,3,9,3,1,2,2,1,0,5,2,4,2,1,1,3,0,2,2,4,1,2,2,0,5,2,11,4
69,38,54,161,6,M,1,3,1,1,0,1,1,5,0,2,4,3,4,3,1,2,3,2,2,4,3,2,1,3,1,3,3,5,5,2,1,2,3,1,0,1,2,0,1,5,1,0,0,0,3,3,0,9,4,1,2,2,0,4,4,2,2,1,1,1,2,2,3,2,4,1,,2,0,4,2,9,3
60,42,49,151,5,M,1,3,1,1,2,0,,2,1,1,5,4,4,4,,1,3,0,1,4,3,3,2,3,1,3,1,3,3,3,2,2,4,1,1,2,1,,2,3,1,1,1,2,3,2,1,7,3,1,2,2,0,2,0,2,2,1,1,1,2,4,1,2,4,1,2,2,0,4,2,7,4
54,49,46,149,5,F,1,3,1,1,1,1,1,3,0,0,4,3,4,1,1,2,3,0,0,2,6,4,1,0,1,2,2,2,4,2,3,2,4,2,1,0,2,1,3,5,1,,3,1,3,0,1,11,4,1,2,2,1,0,2,2,3,2,1,1,1,2,3,2,3,1,2,2,0,3,1,5,4
70,55,53,178,7,F,1,3,1,1,1,1,0,2,3,2,4,2,4,3,1,2,3,2,0,6,5,4,2,3,1,3,3,4,3,3,2,4,3,2,1,3,2,2,2,4,1,1,1,0,4,4,3,10,3,0,2,0,1,3,6,1,1,1,1,1,2,4,3,2,4,1,2,2,0,4,1,8,3
58,57,49,164,6,M,1,3,1,1,0,1,0,2,2,1,3,3,4,3,1,2,2,2,2,3,3,4,0,1,1,2,3,3,4,2,1,4,4,2,1,3,2,0,2,5,0,1,2,2,5,4,2,11,4,1,2,2,0,4,1,2,4,2,1,1,2,2,2,2,4,1,2,2,0,1,1,7,3
53,41,36,130,4,M,1,3,1,1,2,1,1,2,2,2,4,3,2,4,,1,3,0,0,3,2,2,1,1,1,2,2,3,3,3,1,4,4,3,1,1,0,0,2,3,1,1,0,1,3,2,2,6,3,0,0,2,2,2,4,1,2,2,1,1,2,1,3,2,2,0,,2,0,2,1,2,2
46,32,36,114,3,M,1,3,1,1,0,1,0,2,0,0,5,3,4,3,1,2,1,2,0,0,3,3,2,2,1,2,1,,2,2,1,2,3,1,1,1,0,1,2,4,0,0,1,2,2,2,1,4,2,0,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,,2,1,3,1,3,2
35,36,30,101,3,F,1,3,1,0,1,0,1,1,2,0,2,2,0,2,0,1,2,0,0,0,4,3,2,0,1,0,2,1,3,1,4,2,2,0,1,1,1,1,1,4,1,1,0,1,3,0,1,8,3,0,2,0,0,0,1,1,0,2,1,1,1,0,2,2,1,1,2,2,0,3,1,4,3
54,34,32,120,3,F,1,3,1,1,2,1,,2,2,2,3,3,2,4,1,1,3,0,0,3,3,3,0,2,1,1,3,2,4,3,1,4,3,,1,3,1,0,0,1,1,1,2,0,3,2,0,5,3,0,,2,,1,1,2,0,1,1,1,1,1,3,2,3,1,2,2,0,0,1,4,3
57,41,45,143,5,M,1,3,1,0,0,0,2,1,2,2,4,3,2,4,1,2,2,2,0,0,6,2,1,1,1,2,3,5,4,4,0,4,3,1,1,1,2,1,2,3,0,0,1,2,4,2,1,6,3,0,2,2,2,1,2,2,1,2,1,1,1,2,2,2,3,1,2,2,0,2,1,7,4
66,46,43,155,6,F,1,3,1,1,2,1,1,2,3,2,6,3,2,3,1,1,2,2,0,6,4,3,1,1,0,2,3,5,4,1,1,4,4,2,1,2,1,0,2,5,1,0,0,1,5,4,1,8,3,0,2,2,0,3,0,1,2,2,0,1,2,2,1,2,2,1,2,2,0,4,2,7,3
57,52,36,145,5,M,1,3,1,1,0,1,0,3,0,0,4,3,1,4,1,0,3,2,1,5,2,3,2,,1,2,3,5,5,4,4,4,3,1,1,1,0,1,2,5,1,1,1,1,4,3,1,10,4,0,2,0,0,3,0,1,0,2,1,1,1,0,2,1,4,1,2,2,0,1,1,8,3
71,40,52,163,6,M,1,3,1,1,0,1,3,5,1,0,5,3,4,3,1,2,2,2,2,4,2,4,0,3,1,4,3,5,5,1,1,4,4,2,1,3,1,0,3,2,1,1,2,0,2,3,1,5,3,1,2,2,1,3,1,2,2,2,1,1,2,3,3,2,2,1,2,2,1,4,1,8,3
31,26,27,84,2,F,0,2,1,1,1,,0,1,2,,3,2,2,2,,,2,,0,0,1,0,1,0,1,2,0,4,3,3,0,2,0,0,1,,0,0,2,3,0,0,0,1,2,0,,9,3,0,0,2,0,0,0,2,1,1,0,1,1,1,2,2,1,0,2,1,0,2,1,5,2
24,18,21,63,2,F,0,2,1,1,0,0,0,1,2,0,0,0,2,3,,0,2,0,0,0,2,1,0,0,1,1,1,1,3,0,0,0,2,0,0,1,0,0,2,1,1,0,0,0,1,1,1,5,3,0,2,0,0,0,1,1,2,1,1,1,0,0,2,1,2,1,,2,0,0,1,2,1
62,36,41,139,5,F,1,3,1,1,1,1,3,4,3,0,3,2,4,3,1,2,1,0,1,1,4,3,0,2,1,2,3,6,5,1,1,2,4,1,1,3,1,0,2,4,0,1,1,2,3,1,0,5,3,0,2,2,1,3,0,0,1,1,0,1,2,1,3,2,4,1,1,2,1,1,1,7,4
49,36,32,117,3,F,1,3,1,1,1,0,2,2,1,0,3,2,2,4,,0,3,0,1,2,3,1,2,2,1,2,2,3,4,4,1,3,3,1,1,1,1,0,1,3,1,1,0,1,2,0,1,8,3,0,0,0,2,1,0,1,0,2,0,1,1,0,2,2,3,0,2,2,0,2,0,8,3
70,47,52,169,7,F,1,2,1,0,1,1,2,1,2,1,7,4,4,4,1,2,2,2,0,0,6,3,1,4,1,3,3,5,6,2,1,4,4,3,0,2,2,1,2,2,1,1,0,1,3,0,2,12,4,1,2,2,0,3,3,2,2,1,1,1,3,2,1,2,4,1,2,2,0,2,1,10,4
59,51,40,150,5,M,1,2,1,1,2,1,2,1,2,2,2,3,4,4,1,1,3,0,0,4,3,4,1,2,1,2,3,2,4,3,0,4,4,1,1,0,1,0,2,4,1,1,2,2,4,4,1,12,4,0,2,2,0,2,0,1,2,1,1,1,3,1,3,2,2,0,2,2,0,3,2,5,3
78,45,55,178,7,F,1,3,1,1,2,1,2,5,3,2,5,3,2,4,1,2,3,2,2,4,4,3,2,4,1,4,3,6,2,3,1,2,4,3,1,3,0,0,2,0,1,1,0,2,4,4,2,8,4,1,2,2,1,2,1,2,3,2,1,1,3,4,3,2,4,1,2,2,1,4,1,6,4
45,34,41,120,3,F,1,3,1,1,2,0,,2,1,,2,2,4,4,1,2,3,0,0,0,4,4,0,,0,1,1,3,3,0,0,4,2,2,1,3,0,1,1,2,1,1,,2,4,0,1,6,3,1,2,2,0,1,3,2,1,2,1,1,1,3,3,2,2,1,,2,,2,0,5,4
48,30,38,116,3,F,1,2,1,0,1,0,0,2,3,0,4,4,4,3,1,2,3,0,0,0,6,0,0,1,0,2,3,3,2,1,0,2,2,1,1,1,0,0,2,3,0,0,1,1,3,2,2,5,3,0,2,2,0,1,0,1,2,2,0,1,1,1,3,2,3,1,2,2,0,1,1,6,4
44,43,27,114,3,M,1,3,1,0,1,0,0,2,0,0,3,3,2,4,1,2,3,2,,0,3,4,0,2,1,1,3,,2,3,2,3,2,2,1,1,1,2,2,3,1,1,0,2,4,4,0,6,3,0,2,2,1,0,1,2,2,2,0,1,0,0,1,2,2,0,,0,1,0,1,4,3
48,36,35,119,3,M,1,3,1,1,2,1,,2,2,2,2,3,2,4,1,1,3,2,,0,3,4,0,1,1,,1,2,3,3,3,4,4,2,0,1,1,0,2,0,1,1,,1,2,3,0,5,3,1,2,2,,1,3,0,1,1,1,1,1,,3,2,3,1,2,2,,,0,5,3
83,66,65,214,9,F,1,3,1,1,2,1,4,4,3,2,6,4,4,3,1,2,2,2,2,5,4,4,2,2,1,4,3,6,4,5,4,4,4,3,1,3,0,2,3,6,1,1,2,1,4,4,2,12,4,2,2,2,1,4,6,2,3,2,1,1,1,4,2,2,4,1,2,2,1,6,1,9,4
59,54,42,155,6,M,1,3,1,1,2,1,1,1,1,1,3,2,2,3,1,2,3,2,2,4,3,3,0,1,1,2,2,4,6,5,0,4,4,0,1,1,1,1,1,4,1,1,4,1,3,4,2,12,4,0,2,2,1,1,3,2,1,2,1,1,2,1,2,2,3,1,0,1,0,3,0,8,3
47,36,33,116,3,F,1,3,1,0,1,1,1,3,3,0,4,3,4,3,1,2,2,1,0,1,3,1,1,0,1,3,2,,1,4,1,2,3,1,1,2,1,1,1,0,1,0,1,1,2,1,2,7,4,0,2,2,1,1,0,2,0,2,1,1,2,0,3,2,2,1,,1,1,1,0,5,3
60,42,52,154,6,F,1,2,1,1,1,1,2,4,3,1,4,3,2,2,0,2,3,2,0,3,4,2,2,2,1,2,3,2,4,1,2,2,4,1,1,3,1,0,2,4,1,0,1,0,2,4,1,9,3,2,2,2,0,3,0,2,1,2,1,1,2,4,3,2,2,1,2,2,1,4,3,8,2
59,44,38,141,5,F,1,3,1,1,0,1,2,3,2,1,3,2,4,2,1,2,3,2,0,0,3,3,1,4,1,3,2,4,4,1,2,4,4,2,1,1,2,1,1,4,1,0,0,1,4,3,3,6,3,1,2,2,1,0,0,2,0,2,1,1,1,0,3,2,3,1,,2,1,4,1,5,3
56,48,50,154,6,F,1,3,1,1,1,1,0,3,1,1,4,3,4,3,1,2,2,2,0,0,4,4,1,3,1,1,2,4,2,3,1,3,4,2,1,2,1,0,2,4,1,1,2,2,4,1,1,9,4,1,2,2,2,3,2,1,2,2,1,1,1,2,2,2,2,1,2,2,0,5,2,7,3
77,56,55,188,8,F,1,3,1,1,2,1,4,3,1,2,7,4,4,3,1,2,3,2,2,3,5,4,1,2,1,2,3,4,5,5,1,4,4,3,0,3,1,1,3,3,1,1,2,2,3,3,2,10,4,0,2,2,2,2,3,2,2,2,0,1,1,3,3,2,4,1,2,2,1,2,1,11,4
50,40,41,131,4,M,1,3,1,1,1,1,0,2,0,1,3,3,2,3,1,2,3,0,0,2,3,4,1,3,1,2,3,1,2,4,2,2,4,1,1,0,1,0,1,3,1,1,1,1,3,2,1,8,3,1,2,0,2,2,,2,1,2,1,1,1,,2,2,1,1,2,2,1,1,1,9,4
79,59,57,195,9,M,1,3,1,1,2,1,3,5,2,2,7,4,4,4,,1,3,0,0,4,4,4,2,2,1,4,3,4,7,3,4,4,4,3,1,3,1,1,1,5,1,2,1,1,4,4,0,12,4,0,2,2,2,3,4,2,2,2,1,1,2,2,3,2,3,1,2,2,0,5,0,10,4
32,24,24,80,2,M,1,3,1,0,1,,,1,2,,2,2,2,4,1,0,2,,,,2,2,0,1,1,1,1,1,1,3,1,2,1,0,1,,0,0,0,1,1,,,2,2,0,0,7,3,0,2,,0,0,1,2,0,1,1,1,0,,2,2,1,1,,2,0,1,1,3,3
66,43,49,158,6,M,1,3,1,1,0,0,2,5,3,1,3,2,4,4,1,2,3,2,0,3,4,4,2,3,1,2,3,3,3,1,4,4,4,2,1,3,0,0,2,2,1,1,1,2,3,2,2,5,3,2,1,2,2,3,1,2,2,2,1,1,1,2,3,2,3,1,2,2,0,2,1,8,3
71,42,43,156,6,M,1,3,1,1,1,1,2,4,1,2,5,3,4,4,1,2,3,2,2,5,3,4,1,4,1,1,3,3,3,2,1,4,4,1,1,3,0,0,1,4,1,1,2,2,0,4,1,6,4,0,2,2,0,2,2,2,1,2,1,1,0,1,3,2,4,1,2,2,0,3,1,6,3
20,14,18,52,1,M,1,3,0,1,1,0,,1,0,0,1,1,2,3,,,3,0,,0,,2,0,0,0,0,0,,1,4,0,,1,1,1,1,1,0,0,,1,1,,1,0,2,0,,,,2,,,,,1,0,1,1,1,1,0,1,2,1,1,,0,0,2,0,2,2
54,55,44,153,6,F,1,3,1,0,1,0,2,2,0,1,3,4,4,4,1,2,2,1,,0,3,2,2,2,0,2,3,5,3,4,4,3,4,2,1,3,2,1,1,4,1,1,1,1,5,2,2,10,3,1,2,2,1,1,0,2,1,2,1,1,2,3,3,2,4,1,,2,1,3,1,5,3
